ngram	w1	w2	w3	w4	w5	n
untuk_bisa_kembali_diberikan_waktu	untuk	bisa	kembali	diberikan	waktu	1
untuk_bisa_meluangkan_waktu_dan	untuk	bisa	meluangkan	waktu	dan	1
untuk_bisa_mengatur_waktu_pertemuan	untuk	bisa	mengatur	waktu	pertemuan	1
untuk_dalam_waktu_yang_mereka	untuk	dalam	waktu	yang	mereka	1
untuk_dana_diberi_waktu_untuk	untuk	dana	diberi	waktu	untuk	1
untuk_dapat_datang_tepat_waktu	untuk	dapat	datang	tepat	waktu	1
untuk_dapat_memanfaatkan_waktu_menunggu	untuk	dapat	memanfaatkan	waktu	menunggu	1
untuk_di-tunda_sampai_waktu_yang	untuk	di-tunda	sampai	waktu	yang	1
untuk_dihitung_karena_waktu_perawatan	untuk	dihitung	karena	waktu	perawatan	1
untuk_dikonfrontir_dalam_waktu_dekat	untuk	dikonfrontir	dalam	waktu	dekat	1
untuk_diri_mereka_sendiri_waktu	untuk	diri	mereka	sendiri	waktu	1
untuk_ditembus_dalam_beberapa_waktu	untuk	ditembus	dalam	beberapa	waktu	1
untuk_ditetapkan_dalam_waktu_dekat	untuk	ditetapkan	dalam	waktu	dekat	1
untuk_ditindaklanjuti_implementasinya_dalam_waktu	untuk	ditindaklanjuti	implementasinya	dalam	waktu	1
untuk_ditunjau_diberi_waktu_untuk	untuk	ditunjau	diberi	waktu	untuk	1
untuk_efek_restoratif_dari_waktu	untuk	efek	restoratif	dari	waktu	1
untuk_garam_farmasi_waktu_itu	untuk	garam	farmasi	waktu	itu	1
untuk_ha-dir_tepat_waktu_tutur	untuk	ha-dir	tepat	waktu	tutur	1
untuk_hadir_tepat_waktu_karena	untuk	hadir	tepat	waktu	karena	1
untuk_hal_ini_karena_waktu	untuk	hal	ini	karena	waktu	1
untuk_ini_dibutuhkan_satu_waktu	untuk	ini	dibutuhkan	satu	waktu	1
untuk_isi_waktu_dan_adu	untuk	isi	waktu	dan	adu	1
untuk_itu_jika_ada_waktu	untuk	itu	jika	ada	waktu	1
untuk_jangka_waktu_dekat_ini	untuk	jangka	waktu	dekat	ini	1
untuk_jangka_waktu_empat_tahun	untuk	jangka	waktu	empat	tahun	1
untuk_jangka_waktu_enam_bulan	untuk	jangka	waktu	enam	bulan	1
untuk_jangka_waktu_jauh_ke	untuk	jangka	waktu	jauh	ke	1
untuk_jangka_waktu_lama_dengan	untuk	jangka	waktu	lama	dengan	1
untuk_jangka_waktu_lama_sampai	untuk	jangka	waktu	lama	sampai	1
untuk_jangka_waktu_lima_yakni	untuk	jangka	waktu	lima	yakni	1
untuk_jangka_waktu_paling_lama	untuk	jangka	waktu	paling	lama	1
untuk_jangka_waktu_panjang_dan	untuk	jangka	waktu	panjang	dan	1
untuk_jangka_waktu_panjang_ujarnya	untuk	jangka	waktu	panjang	ujarnya	1
untuk_jangka_waktu_pertama_satu	untuk	jangka	waktu	pertama	satu	1
untuk_jangka_waktu_tahun_dan	untuk	jangka	waktu	tahun	dan	1
untuk_jangka_waktu_tertentu_paparnya	untuk	jangka	waktu	tertentu	paparnya	1
untuk_jangka_waktu_tetap_bisa	untuk	jangka	waktu	tetap	bisa	1
untuk_jangka_waktu_tiga_tahun	untuk	jangka	waktu	tiga	tahun	1
untuk_jangka_waktu_yang_lama	untuk	jangka	waktu	yang	lama	1
untuk_jangka_waktu_yang_lebih	untuk	jangka	waktu	yang	lebih	1
untuk_jatah_waktu_lima_tahun	untuk	jatah	waktu	lima	tahun	1
untuk_jatuh_tertidur_dan_waktu	untuk	jatuh	tertidur	dan	waktu	1
untuk_jembatan_membutuhkan_waktu_yang	untuk	jembatan	membutuhkan	waktu	yang	1
untuk_ke_regional_dalam_waktu	untuk	ke	regional	dalam	waktu	1
untuk_kemudian_diberikan_waktu_selama	untuk	kemudian	diberikan	waktu	selama	1
untuk_ketiga_kalinya_dalam_waktu	untuk	ketiga	kalinya	dalam	waktu	1
untuk_kita_peroleh_dalam_waktu	untuk	kita	peroleh	dalam	waktu	1
untuk_kudapan_di_waktu_santai	untuk	kudapan	di	waktu	santai	1
untuk_kurun_waktu_kurang_tahun	untuk	kurun	waktu	kurang	tahun	1
untuk_kurun_waktu_tertentu_maka	untuk	kurun	waktu	tertentu	maka	1
untuk_kurun_waktu_tugas_tiga	untuk	kurun	waktu	tugas	tiga	1
untuk_kurun_waktu_yang_lama	untuk	kurun	waktu	yang	lama	1
untuk_lebih_baik_dari_waktu	untuk	lebih	baik	dari	waktu	1
untuk_lebih_banyak_menghabiskan_waktu	untuk	lebih	banyak	menghabiskan	waktu	1
untuk_limit_waktu_yang_cukup	untuk	limit	waktu	yang	cukup	1
untuk_luangkan_waktu_lima_menit	untuk	luangkan	waktu	lima	menit	1
untuk_maju_masih_perlu_waktu	untuk	maju	masih	perlu	waktu	1
untuk_makan_makam_pukul_waktu	untuk	makan	makam	pukul	waktu	1
untuk_masa_waktu_pelunasan_pengembalian	untuk	masa	waktu	pelunasan	pengembalian	1
untuk_masa_waktu_tahun_bulan	untuk	masa	waktu	tahun	bulan	1
untuk_masuk_ke_lorong_waktu	untuk	masuk	ke	lorong	waktu	1
untuk_masuk_studio_dalam_waktu	untuk	masuk	studio	dalam	waktu	1
untuk_me-lepas_waktu_luang_tetapi	untuk	me-lepas	waktu	luang	tetapi	1
untuk_me-ngungsi_sementara_waktu_pada	untuk	me-ngungsi	sementara	waktu	pada	1
untuk_melakukan_kudeta_waktu_itu	untuk	melakukan	kudeta	waktu	itu	1
untuk_melakukan_operasi_pada_waktu	untuk	melakukan	operasi	pada	waktu	1
untuk_melakukan_pemeriksaan_dalam_waktu	untuk	melakukan	pemeriksaan	dalam	waktu	1
untuk_melakukan_pengecekan_dibutuhkan_waktu	untuk	melakukan	pengecekan	dibutuhkan	waktu	1
untuk_melakukan_perbaikan_dibu-tuhkan_waktu	untuk	melakukan	perbaikan	dibu-tuhkan	waktu	1
untuk_melakukan_pergantian_antar_waktu	untuk	melakukan	pergantian	antar	waktu	1
untuk_melihat_kapan_waktu_yang	untuk	melihat	kapan	waktu	yang	1
untuk_meluangkan_waktu_nga­buburit_di	untuk	meluangkan	waktu	nga­buburit	di	1
untuk_meluangkan_waktu_untuk_keluarga	untuk	meluangkan	waktu	untuk	keluarga	1
untuk_mem-buktikannya_memerlukan_waktu_yang	untuk	mem-buktikannya	memerlukan	waktu	yang	1
untuk_mem-perkirakan_waktu_yang_di	untuk	mem-perkirakan	waktu	yang	di	1
untuk_memanaskan_itu_memerlukan_waktu	untuk	memanaskan	itu	memerlukan	waktu	1
untuk_memanaskannya_akan_butuh_waktu	untuk	memanaskannya	akan	butuh	waktu	1
untuk_memanfaatkan_sisa_waktu_ini	untuk	memanfaatkan	sisa	waktu	ini	1
untuk_memanfaatkan_waktu_selama_di	untuk	memanfaatkan	waktu	selama	di	1
untuk_memangkas_waktu_perjalanan_antarwilayah	untuk	memangkas	waktu	perjalanan	antarwilayah	1
untuk_memangkas_waktu_proses_riset	untuk	memangkas	waktu	proses	riset	1
untuk_memastikan_masalah_tenggat_waktu	untuk	memastikan	masalah	tenggat	waktu	1
untuk_memasukan_permohonan_kesediaan_waktu	untuk	memasukan	permohonan	kesediaan	waktu	1
untuk_mematikan_smartphonenya_sementara_waktu	untuk	mematikan	smartphonenya	sementara	waktu	1
untuk_membagi_waktu_antara_dunia	untuk	membagi	waktu	antara	dunia	1
untuk_membagi_waktu_bersama_dengan	untuk	membagi	waktu	bersama	dengan	1
untuk_membagi_waktu_luang_dengan	untuk	membagi	waktu	luang	dengan	1
untuk_membayar_tagihan_tepat_waktu	untuk	membayar	tagihan	tepat	waktu	1
untuk_membedakan_waktu_pengambilan_bagi	untuk	membedakan	waktu	pengambilan	bagi	1
untuk_memberi_waktu_istirahat_cukup	untuk	memberi	waktu	istirahat	cukup	1
untuk_memberi_waktu_selama_dua	untuk	memberi	waktu	selama	dua	1
untuk_memberikan_tambahan_waktu_dalam	untuk	memberikan	tambahan	waktu	dalam	1
untuk_memberikan_waktu_ataupun_pemikirannya	untuk	memberikan	waktu	ataupun	pemikirannya	1
untuk_memberikan_waktu_berdialog_dengan	untuk	memberikan	waktu	berdialog	dengan	1
untuk_memberikan_waktu_dan_keahlian	untuk	memberikan	waktu	dan	keahlian	1
untuk_memberikan_waktu_kepada_partai	untuk	memberikan	waktu	kepada	partai	1
untuk_memberikan_waktu_tambahan_kepada	untuk	memberikan	waktu	tambahan	kepada	1
untuk_membuang_sampah_tepat_waktu	untuk	membuang	sampah	tepat	waktu	1
untuk_membuang-buang_waktu_di_bangku	untuk	membuang-buang	waktu	di	bangku	1
untuk_membunuh_waktu_selama_menunggu	untuk	membunuh	waktu	selama	menunggu	1
untuk_meme-nuhi_janji-janji_kampanye_waktu	untuk	meme-nuhi	janji-janji	kampanye	waktu	1
untuk_memilih_waktu_tidur_pada	untuk	memilih	waktu	tidur	pada	1
untuk_meminta_waktu_wawancara_politisi	untuk	meminta	waktu	wawancara	politisi	1
untuk_memparuh_waktu_antara_latihan	untuk	memparuh	waktu	antara	latihan	1
untuk_mempergunakan_waktu_dengan_baik	untuk	mempergunakan	waktu	dengan	baik	1
untuk_mempergunakan_waktu_yang_ada	untuk	mempergunakan	waktu	yang	ada	1
untuk_memperoleh_dispensasi_waktu_bakal	untuk	memperoleh	dispensasi	waktu	bakal	1
untuk_memperoleh_kemenangan_karena_waktu	untuk	memperoleh	kemenangan	karena	waktu	1
untuk_memperoleh_waktu_sendirian_bersama	untuk	memperoleh	waktu	sendirian	bersama	1
untuk_memperpanjang_waktu_belajar_di	untuk	memperpanjang	waktu	belajar	di	1
untuk_memperpanjang_waktu_pendaftaran_siswa	untuk	memperpanjang	waktu	pendaftaran	siswa	1
untuk_mempersingkat_waktu_tempuh_tersebut	untuk	mempersingkat	waktu	tempuh	tersebut	1
untuk_mempertajam_catatan_waktu_kata	untuk	mempertajam	catatan	waktu	kata	1
untuk_memprediksi_waktu_transit_di	untuk	memprediksi	waktu	transit	di	1
untuk_memulai_pendakian_pukul_waktu	untuk	memulai	pendakian	pukul	waktu	1
untuk_memulai_wawancara_adalan_waktu	untuk	memulai	wawancara	adalan	waktu	1
untuk_memulihkan-nya_itu_diperlukan_waktu	untuk	memulihkan-nya	itu	diperlukan	waktu	1
untuk_menambah_pegawai_waktu_shift	untuk	menambah	pegawai	waktu	shift	1
untuk_menambah_waktu_dan_kesempatan	untuk	menambah	waktu	dan	kesempatan	1
untuk_menanyakan_waktu_pengurusan_kelengkapan	untuk	menanyakan	waktu	pengurusan	kelengkapan	1
untuk_menargetkan_menikah_dalam_waktu	untuk	menargetkan	menikah	dalam	waktu	1
untuk_mencapai_batas_waktu_yang	untuk	mencapai	batas	waktu	yang	1
untuk_mencapai_waktu_sempurna_dalam	untuk	mencapai	waktu	sempurna	dalam	1
untuk_mencari_makan_pada_waktu	untuk	mencari	makan	pada	waktu	1
untuk_mencari_tahu_kapan_waktu	untuk	mencari	tahu	kapan	waktu	1
untuk_mencatatkan_waktu_satu_putaran	untuk	mencatatkan	waktu	satu	putaran	1
untuk_mencurahkan_waktu_dan_perhatian	untuk	mencurahkan	waktu	dan	perhatian	1
untuk_mendapat_komisi_dalam_waktu	untuk	mendapat	komisi	dalam	waktu	1
untuk_mendedikasikan_sejumlah_besar_waktu	untuk	mendedikasikan	sejumlah	besar	waktu	1
untuk_mendukung_penyederhanaan_waktu_rantai	untuk	mendukung	penyederhanaan	waktu	rantai	1
untuk_menebus_waktu_yang_mulur	untuk	menebus	waktu	yang	mulur	1
untuk_menekan_waktu_bongkar_muat	untuk	menekan	waktu	bongkar	muat	1
untuk_menekan_waktu_konsumen_pada	untuk	menekan	waktu	konsumen	pada	1
untuk_menelepon_dalam_jangan_waktu	untuk	menelepon	dalam	jangan	waktu	1
untuk_menemani_waktu_bersantap_pelanggan	untuk	menemani	waktu	bersantap	pelanggan	1
untuk_menempuh_waktu_menuju_kawasan	untuk	menempuh	waktu	menuju	kawasan	1
untuk_menentukan_berapa_lama_waktu	untuk	menentukan	berapa	lama	waktu	1
untuk_menentukan_waktu_dan_hari	untuk	menentukan	waktu	dan	hari	1
untuk_menentukan_waktu_deklarasi_koalisi	untuk	menentukan	waktu	deklarasi	koalisi	1
untuk_menentukan_waktu_pemakaman_katanya	untuk	menentukan	waktu	pemakaman	katanya	1
untuk_menepati_batas_waktu_yang	untuk	menepati	batas	waktu	yang	1
untuk_mengajukan_banding_dalam_waktu	untuk	mengajukan	banding	dalam	waktu	1
untuk_mengakui_bahwa_waktu_itu	untuk	mengakui	bahwa	waktu	itu	1
untuk_mengambil_beberapa_waktu_untuk	untuk	mengambil	beberapa	waktu	untuk	1
untuk_mengantarkan_produk_tepat_waktu	untuk	mengantarkan	produk	tepat	waktu	1
untuk_mengantisipasi_agar_batas_waktu	untuk	mengantisipasi	agar	batas	waktu	1
untuk_mengantisipasi_dan_memperkirakan_waktu	untuk	mengantisipasi	dan	memperkirakan	waktu	1
untuk_mengatasi_kendala_waktu_pengikatan	untuk	mengatasi	kendala	waktu	pengikatan	1
untuk_mengatur_adanya_kuota_waktu	untuk	mengatur	adanya	kuota	waktu	1
untuk_mengecek_setiap_waktu_lingkungannya	untuk	mengecek	setiap	waktu	lingkungannya	1
untuk_mengejar_tenggat_waktu_sekarang	untuk	mengejar	tenggat	waktu	sekarang	1
untuk_mengejar_waktu_kembali_ke	untuk	mengejar	waktu	kembali	ke	1
untuk_mengejar_waktu_orang_makan	untuk	mengejar	waktu	orang	makan	1
untuk_mengejar_waktu_yang_ditetapkan	untuk	mengejar	waktu	yang	ditetapkan	1
untuk_mengejar_waktu_yang_masih	untuk	mengejar	waktu	yang	masih	1
untuk_mengetahui_cuaca_dan_waktu	untuk	mengetahui	cuaca	dan	waktu	1
untuk_mengetahui_waktu_ban_harus	untuk	mengetahui	waktu	ban	harus	1
untuk_mengganti_sementara_waktu_pengasuh	untuk	mengganti	sementara	waktu	pengasuh	1
untuk_menghabiskan_waktu_berkualitas_bersama	untuk	menghabiskan	waktu	berkualitas	bersama	1
untuk_menghabiskan_waktu_bersama_anak-anaknya	untuk	menghabiskan	waktu	bersama	anak-anaknya	1
untuk_menghabiskan_waktu_dengan_joging	untuk	menghabiskan	waktu	dengan	joging	1
untuk_menghabiskan_waktu_dirinya_juga	untuk	menghabiskan	waktu	dirinya	juga	1
untuk_menghabiskan_waktu_libur_kerja	untuk	menghabiskan	waktu	libur	kerja	1
untuk_menghemat_waktu_dan_uang	untuk	menghemat	waktu	dan	uang	1
untuk_menghemat_waktu_saat_di	untuk	menghemat	waktu	saat	di	1
untuk_menghubungi_beberapa_waktu_lagi	untuk	menghubungi	beberapa	waktu	lagi	1
untuk_menginformasikan_tempat_dan_waktu	untuk	menginformasikan	tempat	dan	waktu	1
untuk_mengisi_ruang_dan_waktu	untuk	mengisi	ruang	dan	waktu	1
untuk_mengisi_waktu_dalam_misi	untuk	mengisi	waktu	dalam	misi	1
untuk_mengisi_waktu_liburannya_dengan	untuk	mengisi	waktu	liburannya	dengan	1
untuk_mengisi_waktu_mengusir_penat	untuk	mengisi	waktu	mengusir	penat	1
untuk_mengisi_waktu_saat_di	untuk	mengisi	waktu	saat	di	1
untuk_mengisi_waktu_sebelum_sorenya	untuk	mengisi	waktu	sebelum	sorenya	1
untuk_mengisi_waktu_selama_berada	untuk	mengisi	waktu	selama	berada	1
untuk_mengisi_waktu_selama_liburan	untuk	mengisi	waktu	selama	liburan	1
untuk_mengisi_waktu_senggang_usai	untuk	mengisi	waktu	senggang	usai	1
untuk_mengulur_waktu_pemeliharaan_karena	untuk	mengulur	waktu	pemeliharaan	karena	1
untuk_mengulur_waktu_ungkap_se-buah	untuk	mengulur	waktu	ungkap	se-buah	1
untuk_mengulur-ulur_proses_dan_waktu	untuk	mengulur-ulur	proses	dan	waktu	1
untuk_mengulur-ulur_waktu_agar_masalahnya	untuk	mengulur-ulur	waktu	agar	masalahnya	1
untuk_mengumpulkan_pemain_dalam_waktu	untuk	mengumpulkan	pemain	dalam	waktu	1
untuk_mengurangi_waktu_mereka_di	untuk	mengurangi	waktu	mereka	di	1
untuk_menikmati_waktu_bersama_dengan	untuk	menikmati	waktu	bersama	dengan	1
untuk_menjadi_kompos_memerlukan_waktu	untuk	menjadi	kompos	memerlukan	waktu	1
untuk_menjadi_produk_membutuhkan_waktu	untuk	menjadi	produk	membutuhkan	waktu	1
untuk_menjalankan_sholat_lima_waktu	untuk	menjalankan	sholat	lima	waktu	1
untuk_menjangkau_semuanya_dalam_waktu	untuk	menjangkau	semuanya	dalam	waktu	1
untuk_menunaikan_shalat_lima_waktu	untuk	menunaikan	shalat	lima	waktu	1
untuk_menundanya_dalam_jangka_waktu	untuk	menundanya	dalam	jangka	waktu	1
untuk_menunggu_waktu_kapan_harus	untuk	menunggu	waktu	kapan	harus	1
untuk_menunggu_waktu_musim_haji	untuk	menunggu	waktu	musim	haji	1
untuk_menuntaskan_dalam_waktu_dua	untuk	menuntaskan	dalam	waktu	dua	1
untuk_menuntaskan_selam-bat-lambatnya_dalam_waktu	untuk	menuntaskan	selam-bat-lambatnya	dalam	waktu	1
untuk_menyampaikan_kerangka_waktu_kata	untuk	menyampaikan	kerangka	waktu	kata	1
untuk_menyatukan_waktu_para_alumni	untuk	menyatukan	waktu	para	alumni	1
untuk_menyediakan_waktu_dan_materi	untuk	menyediakan	waktu	dan	materi	1
untuk_menyediakan_waktu_guna_mencerna	untuk	menyediakan	waktu	guna	mencerna	1
untuk_menyediakan_waktu_untuk_berdoa	untuk	menyediakan	waktu	untuk	berdoa	1
untuk_menyelesaikan_orderan_tepat_waktu	untuk	menyelesaikan	orderan	tepat	waktu	1
untuk_menyelesaikan_pekerjaan_sesuai_waktu	untuk	menyelesaikan	pekerjaan	sesuai	waktu	1
untuk_menyelesaikan_proyek_tepat_waktu	untuk	menyelesaikan	proyek	tepat	waktu	1
untuk_menyelesaikannya_dalam_waktu_secepatnya	untuk	menyelesaikannya	dalam	waktu	secepatnya	1
untuk_menyelesaikannya_dalam_waktu_sembilan	untuk	menyelesaikannya	dalam	waktu	sembilan	1
untuk_menyesuaikan_waktu_maka_musprop	untuk	menyesuaikan	waktu	maka	musprop	1
untuk_menyiasati_waktu_dia_dan	untuk	menyiasati	waktu	dia	dan	1
untuk_menyisihkan_waktu_menginap_di	untuk	menyisihkan	waktu	menginap	di	1
untuk_meraih_waktu_tercepat_pada	untuk	meraih	waktu	tercepat	pada	1
untuk_merealisasikannya_membutuhkan_waktu_untuk	untuk	merealisasikannya	membutuhkan	waktu	untuk	1
untuk_merealisasikannya_waktu_sisa_tahun	untuk	merealisasikannya	waktu	sisa	tahun	1
untuk_merehabnya_butuh_waktu_enambulan	untuk	merehabnya	butuh	waktu	enambulan	1
untuk_merusaka_pada_waktu_ter-tentu	untuk	merusaka	pada	waktu	ter-tentu	1
untuk_ngabuburit_atau_waktu_menunggu	untuk	ngabuburit	atau	waktu	menunggu	1
untuk_optimis_mencapai_limit_waktu	untuk	optimis	mencapai	limit	waktu	1
untuk_pemenuhan_kebutuhan_dalam_waktu	untuk	pemenuhan	kebutuhan	dalam	waktu	1
untuk_peminjaman_dalam_jangka_waktu	untuk	peminjaman	dalam	jangka	waktu	1
untuk_pemulihan_memakan_waktu_relatif	untuk	pemulihan	memakan	waktu	relatif	1
untuk_pemulihannya_dibutuhkan_waktu_yang	untuk	pemulihannya	dibutuhkan	waktu	yang	1
untuk_pengge-seran_waktu_pelaksanaan_pencoblosan	untuk	pengge-seran	waktu	pelaksanaan	pencoblosan	1
untuk_penyembuhan_memakan_waktu_yang	untuk	penyembuhan	memakan	waktu	yang	1
untuk_penyesuaian_waktu_pertarungan_di	untuk	penyesuaian	waktu	pertarungan	di	1
untuk_perbaikan_tapi_waktu_berta-hannya	untuk	perbaikan	tapi	waktu	berta-hannya	1
untuk_pergantian_antar_waktu_ungkapnya	untuk	pergantian	antar	waktu	ungkapnya	1
untuk_periode_waktu_yang_lama	untuk	periode	waktu	yang	lama	1
untuk_perjalanan_dan_waktu_tandas	untuk	perjalanan	dan	waktu	tandas	1
untuk_pertanian_mampu_menghemat_waktu	untuk	pertanian	mampu	menghemat	waktu	1
untuk_pinjaman_dengan_jangka_waktu	untuk	pinjaman	dengan	jangka	waktu	1
untuk_proyek-proyek_yang_memakan_waktu	untuk	proyek-proyek	yang	memakan	waktu	1
untuk_pulih_tepat_waktu_untuk	untuk	pulih	tepat	waktu	untuk	1
untuk_realisa-sinya_tentunya_memer-lukan_waktu	untuk	realisa-sinya	tentunya	memer-lukan	waktu	1
untuk_resepsi_dalam_waktu_singkat	untuk	resepsi	dalam	waktu	singkat	1
untuk_se-mentara_waktu_pelayanan_ke-sehatan	untuk	se-mentara	waktu	pelayanan	ke-sehatan	1
untuk_se-tiap_semester_kurun_waktu	untuk	se-tiap	semester	kurun	waktu	1
untuk_segera_berkumpul_dalam_waktu	untuk	segera	berkumpul	dalam	waktu	1
untuk_segera_menjadwalkan_waktu_peresmian	untuk	segera	menjadwalkan	waktu	peresmian	1
untuk_sekarang_waktu_pelaksanaan_belum	untuk	sekarang	waktu	pelaksanaan	belum	1
untuk_semen-tara_waktu_ditarik_sebelum	untuk	semen-tara	waktu	ditarik	sebelum	1
untuk_semen-tara_waktu_penyambungan_baru	untuk	semen-tara	waktu	penyambungan	baru	1
untuk_sementa-ra_waktu_di-pending_tutur-nya	untuk	sementa-ra	waktu	di-pending	tutur-nya	1
untuk_sementara_waktu_agar_bisa	untuk	sementara	waktu	agar	bisa	1
untuk_sementara_waktu_agar_tidak	untuk	sementara	waktu	agar	tidak	1
untuk_sementara_waktu_aliran_listrik	untuk	sementara	waktu	aliran	listrik	1
untuk_sementara_waktu_belum_disusun	untuk	sementara	waktu	belum	disusun	1
untuk_sementara_waktu_dan_membe-ri	untuk	sementara	waktu	dan	membe-ri	1
untuk_sementara_waktu_demi_keamanan	untuk	sementara	waktu	demi	keamanan	1
untuk_sementara_waktu_di_rumah	untuk	sementara	waktu	di	rumah	1
untuk_sementara_waktu_diharapkan_dapat	untuk	sementara	waktu	diharapkan	dapat	1
untuk_sementara_waktu_guna_menetapkan	untuk	sementara	waktu	guna	menetapkan	1
untuk_sementara_waktu_ia_memutuskan	untuk	sementara	waktu	ia	memutuskan	1
untuk_sementara_waktu_itu_ada	untuk	sementara	waktu	itu	ada	1
untuk_sementara_waktu_kantor_yang	untuk	sementara	waktu	kantor	yang	1
untuk_sementara_waktu_karena_terjadi	untuk	sementara	waktu	karena	terjadi	1
untuk_sementara_waktu_kita_akan	untuk	sementara	waktu	kita	akan	1
untuk_sementara_waktu_masyarakat_harus	untuk	sementara	waktu	masyarakat	harus	1
untuk_sementara_waktu_mencari_tempat	untuk	sementara	waktu	mencari	tempat	1
untuk_sementara_waktu_menduduki_puncak	untuk	sementara	waktu	menduduki	puncak	1
untuk_sementara_waktu_menggunakan_genset	untuk	sementara	waktu	menggunakan	genset	1
untuk_sementara_waktu_menghentikan_proses	untuk	sementara	waktu	menghentikan	proses	1
untuk_sementara_waktu_mengungsi_ke	untuk	sementara	waktu	mengungsi	ke	1
untuk_sementara_waktu_menunggu_perbaikan	untuk	sementara	waktu	menunggu	perbaikan	1
untuk_sementara_waktu_para_atlet	untuk	sementara	waktu	para	atlet	1
untuk_sementara_waktu_pe-laksanaan_kegiatan	untuk	sementara	waktu	pe-laksanaan	kegiatan	1
untuk_sementara_waktu_sambil_me-nunggu	untuk	sementara	waktu	sambil	me-nunggu	1
untuk_sementara_waktu_sekarang_biarkan	untuk	sementara	waktu	sekarang	biarkan	1
untuk_sementara_waktu_tapi_perambahnya	untuk	sementara	waktu	tapi	perambahnya	1
untuk_sementara_waktu_terangnya_kepada	untuk	sementara	waktu	terangnya	kepada	1
untuk_sementara_waktu_terkait_adanya	untuk	sementara	waktu	terkait	adanya	1
untuk_sementara_waktu_tertahan_di	untuk	sementara	waktu	tertahan	di	1
untuk_sementara_waktu_tidak_akan	untuk	sementara	waktu	tidak	akan	1
untuk_sementara_waktu_tidak_apa	untuk	sementara	waktu	tidak	apa	1
untuk_sementara_waktu_tidak_bermasalah	untuk	sementara	waktu	tidak	bermasalah	1
untuk_sementara_waktu_tidak_dapat	untuk	sementara	waktu	tidak	dapat	1
untuk_sementara_waktu_tidak_ke	untuk	sementara	waktu	tidak	ke	1
untuk_sementara_waktu_tidak_lagi	untuk	sementara	waktu	tidak	lagi	1
untuk_sementara_waktu_tidak_memasok	untuk	sementara	waktu	tidak	memasok	1
untuk_sementara_waktu_tidak_membangun	untuk	sementara	waktu	tidak	membangun	1
untuk_semua_ini_dalam_waktu	untuk	semua	ini	dalam	waktu	1
untuk_setiap_produknya_dan_waktu	untuk	setiap	produknya	dan	waktu	1
untuk_tak_lagi_mengulur_waktu	untuk	tak	lagi	mengulur	waktu	1
untuk_teknis_serta_waktu_pembayarannya	untuk	teknis	serta	waktu	pembayarannya	1
untuk_tepat_waktu_dalam_membayarnya	untuk	tepat	waktu	dalam	membayarnya	1
untuk_tepat_waktu_dalam_pemasukan	untuk	tepat	waktu	dalam	pemasukan	1
untuk_tepat_waktu_dalam_segala	untuk	tepat	waktu	dalam	segala	1
untuk_terampil_mengatur_waktu_dan	untuk	terampil	mengatur	waktu	dan	1
untuk_terus_meluangkan_waktu_lebih	untuk	terus	meluangkan	waktu	lebih	1
untuk_tidak_mempunyai_banyak_waktu	untuk	tidak	mempunyai	banyak	waktu	1
untuk_tidak_mengenal_waktu_dalam	untuk	tidak	mengenal	waktu	dalam	1
untuk_tidak_menunda-nunda_waktu_sehingga	untuk	tidak	menunda-nunda	waktu	sehingga	1
untuk_tim_yang_mencatat_waktu	untuk	tim	yang	mencatat	waktu	1
untuk_ummatku_waktu_pagi_mereka	untuk	ummatku	waktu	pagi	mereka	1
untuk_waktu_anak_bermain_adalah	untuk	waktu	anak	bermain	adalah	1
untuk_waktu_dan_perhatiannya_menulis	untuk	waktu	dan	perhatiannya	menulis	1
untuk_waktu_dekat_tidak_sepenuhnya	untuk	waktu	dekat	tidak	sepenuhnya	1
untuk_waktu_jarak_tempuh_minimal	untuk	waktu	jarak	tempuh	minimal	1
untuk_waktu_lalu_bekerja_sekarang	untuk	waktu	lalu	bekerja	sekarang	1
untuk_waktu_mandi_dan_untuk	untuk	waktu	mandi	dan	untuk	1
untuk_waktu_moratorium_bila_bertujuan	untuk	waktu	moratorium	bila	bertujuan	1
untuk_waktu_pelaksanaan_berikutnya_belum	untuk	waktu	pelaksanaan	berikutnya	belum	1
untuk_waktu_pencairan_dikatakannya_masih	untuk	waktu	pencairan	dikatakannya	masih	1
untuk_waktu_pengosongan_lahan_diharapkan	untuk	waktu	pengosongan	lahan	diharapkan	1
untuk_waktu_sebelumnya_hanya_pada	untuk	waktu	sebelumnya	hanya	pada	1
untuk_waktu_selekas2nja_tahun_dan	untuk	waktu	selekas2nja	tahun	dan	1
untuk_waktu_tak_ada_kendala	untuk	waktu	tak	ada	kendala	1
untuk_waktu_tempuh_sekitar_satu	untuk	waktu	tempuh	sekitar	satu	1
untuk_waktu_tiga_tahun_yang	untuk	waktu	tiga	tahun	yang	1
untuk_waktu_yang_berat_ini	untuk	waktu	yang	berat	ini	1
untuk_waktu_yang_lama_atau	untuk	waktu	yang	lama	atau	1
untuk_waktu_yang_lama_dan	untuk	waktu	yang	lama	dan	1
untuk_waktu_yang_lama_di	untuk	waktu	yang	lama	di	1
untuk_waktu_yang_lama_harus	untuk	waktu	yang	lama	harus	1
untuk_waktu_yang_lama_hingga	untuk	waktu	yang	lama	hingga	1
untuk_waktu_yang_lama_membuat	untuk	waktu	yang	lama	membuat	1
untuk_waktu_yang_lama_mungkin	untuk	waktu	yang	lama	mungkin	1
